LAT,LON
28.539452209972225,77.2673060306032
28.55139327229684,77.2722659142633
28.507829849333962,77.2151609299428
28.5288002304576,77.21756765260457
28.561506217004432,77.23706715436548
28.59456064132814,77.2521174734011
28.565447753489142,77.23496393724143
28.502021149594402,77.22467454217824
28.563635951853744,77.200776695674
28.546103225899685,77.20677096745169
28.51327681497869,77.25962643788125
28.527836477182262,77.21466410213348
28.554500225684304,77.2134947103534
28.56327157267575,77.24520304691202
28.557582391842423,77.2706079306291
28.592957487430144,77.20283981958208
28.59776829384809,77.21460870017306
28.55137899952402,77.21744345152764
28.56916427279388,77.20168773412382
28.50830094642091,77.23771347624088
28.53431660836083,77.2674954732957
28.564901858889392,77.21601296575773
28.550819053099218,77.28908827897453
28.547385332457186,77.2108654527871
28.512281381830103,77.25726541179705
28.50561153586456,77.29714870963255
28.581029825980306,77.22945624128305
28.590244266736416,77.21393874011845
28.549760403783992,77.25948696012794
28.547355784161198,77.2134109306028
28.592793537008184,77.2588101594243
28.509382476517864,77.2827926110346
28.585659596056782,77.28842454823034
28.553351551002287,77.25898088992233
28.515250509376976,77.23920259769085
28.518024664802578,77.28816158438387
28.591341563356877,77.25929986478741
28.580589391704297,77.21852477635596
28.50749882039971,77.2085300094433
28.504282435960555,77.20006424412767
28.530739876083157,77.29726921447136
28.574611424966577,77.20361869731009
28.51195306505041,77.2324103036696
28.523879688171316,77.25651564636922
28.5587344856161,77.23702777477159
28.568417574211757,77.23386463511845
28.502816745295444,77.29232333744241
28.551787142684987,77.28879104190145
28.56199675626996,77.22223276484912
28.581419673433007,77.28291744282087
28.517465715108347,77.29481109152333
28.594500525662983,77.2839927004997
28.505672133675528,77.27673496906245
28.503264896102593,77.221201980819
28.533421196973432,77.20919671760714
28.509894448754075,77.2606926579498
28.51654902165775,77.22282149251008
28.5724185701275,77.28897476231863
28.54964190914872,77.21047246909285
28.522087092692548,77.24369094357543
28.50477379426814,77.21629718208308
28.509254415216507,77.20873222596076
28.50708376633113,77.27795308648737
28.522333984933436,77.20417892219396
28.56764680508425,77.21559956473686
28.521318327754432,77.21959810865202
28.574781621314802,77.21712697558233
28.523050230026328,77.22309039812981
28.504093214838857,77.22400650906447
28.55123960495669,77.21319694888794
28.531737492217136,77.20071471739232
28.592114643317707,77.25625731818658
28.528975199148864,77.22487571655707
28.564649424809584,77.23492000335783
28.59404665169143,77.24844519662608
28.544657488099247,77.23829159746448
28.526382360340136,77.23291879259308
28.552113791382222,77.22441560633361
28.53068671289381,77.24387445480927
28.58578104826678,77.25030901974343
28.524771992410276,77.2446274543996
28.554249817397007,77.24354373775886
28.57140418160468,77.25673170183175
28.531643125827866,77.24906510605014
28.53486252728536,77.26124295261843
28.541429255775512,77.24150871842083
28.571013623885502,77.24230028599177
28.565593351047138,77.24209861889398
28.561656696306127,77.24823323502821
28.522245444676653,77.25009734666091
28.54366426340108,77.28465777451413
28.52798919975472,77.20343935809953
28.57723304936693,77.22564025179739
28.56128494410137,77.2930873164127
28.55076846676934,77.23549837692127
28.516740513366177,77.23228010226302
28.594182061538568,77.23731610989591
28.536859218824098,77.28288023925519
28.55198732265824,77.23809494715954
28.51849884457857,77.2626652331121
28.55009182278769,77.2932789399794
28.550344571947583,77.28187293605957
28.58258219006416,77.26753899103315
28.52447605132086,77.23434123018052
28.56690409144522,77.2435841712289
28.583694762840544,77.26398061979101
28.56768358706865,77.27302877926743
28.556654540700904,77.26634522438654
